question_index,question,question_type,group_type,group_value,answer,count,percent,n_answered
8,Tegin enamiku kodutöid tehisaruga.,likert,Gender,Ei soovi avaldada,pole üldse nõus,3,0.75,4
8,Tegin enamiku kodutöid tehisaruga.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
8,Tegin enamiku kodutöid tehisaruga.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
8,Tegin enamiku kodutöid tehisaruga.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
8,Tegin enamiku kodutöid tehisaruga.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
8,Tegin enamiku kodutöid tehisaruga.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",likert,Gender,Ei soovi avaldada,pole üldse nõus,1,0.25,4
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",likert,Gender,Ei soovi avaldada,pigem olen nõus,1,0.25,4
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
9,"Olen teeselnud tunnis, et sain õpetajast/tunni teemast aru",likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",likert,Gender,Ei soovi avaldada,pole üldse nõus,1,0.25,4
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",likert,Gender,Ei soovi avaldada,pigem olen nõus,1,0.25,4
10,"Mõtlen pärast lõpetamist võtta vaheaasta, et töötada või puhata.",likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
11,Olen vaadanud Malluka registrit.,single_choice,Gender,Ei soovi avaldada,Jah,0,0.0,4
11,Olen vaadanud Malluka registrit.,single_choice,Gender,Ei soovi avaldada,Ei,4,1.0,4
11,Olen vaadanud Malluka registrit.,single_choice,Gender,Ei soovi avaldada,Ei oska öelda,0,0.0,4
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,likert,Gender,Ei soovi avaldada,ei oska öelda,2,0.5,4
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
12,Eestis tühistatakse inimesi liiga kergekäeliselt.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
13,Tahan nüüd endale tätoveeringu teha lasta.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
13,Tahan nüüd endale tätoveeringu teha lasta.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,0,0.0,4
13,Tahan nüüd endale tätoveeringu teha lasta.,likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
13,Tahan nüüd endale tätoveeringu teha lasta.,likert,Gender,Ei soovi avaldada,pigem olen nõus,1,0.25,4
13,Tahan nüüd endale tätoveeringu teha lasta.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,2,0.5,4
14,Armastan käia metsas.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
14,Armastan käia metsas.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,0,0.0,4
14,Armastan käia metsas.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
14,Armastan käia metsas.,likert,Gender,Ei soovi avaldada,pigem olen nõus,1,0.25,4
14,Armastan käia metsas.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,3,0.75,4
15,Armastan käia seenel.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
15,Armastan käia seenel.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,2,0.5,4
15,Armastan käia seenel.,likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
15,Armastan käia seenel.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
15,Armastan käia seenel.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
16,Mulle meeldib käia pidudel.,likert,Gender,Ei soovi avaldada,pole üldse nõus,1,0.25,4
16,Mulle meeldib käia pidudel.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
16,Mulle meeldib käia pidudel.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
16,Mulle meeldib käia pidudel.,likert,Gender,Ei soovi avaldada,pigem olen nõus,2,0.5,4
16,Mulle meeldib käia pidudel.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
17,Mulle meeldib teha sporti.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
17,Mulle meeldib teha sporti.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
17,Mulle meeldib teha sporti.,likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
17,Mulle meeldib teha sporti.,likert,Gender,Ei soovi avaldada,pigem olen nõus,1,0.25,4
17,Mulle meeldib teha sporti.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
17,Mulle meeldib teha sporti.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
18,Ma hakkan gümnaasiumis käimist taga igatsema.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
18,Ma hakkan gümnaasiumis käimist taga igatsema.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
18,Ma hakkan gümnaasiumis käimist taga igatsema.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
18,Ma hakkan gümnaasiumis käimist taga igatsema.,likert,Gender,Ei soovi avaldada,pigem olen nõus,2,0.5,4
18,Ma hakkan gümnaasiumis käimist taga igatsema.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
19,Poliitikud tunduvad mulle äärmiselt usaldusväärsed ja targad inimesed.,likert,Gender,Ei soovi avaldada,pole üldse nõus,1,0.25,4
19,Poliitikud tunduvad mulle äärmiselt usaldusväärsed ja targad inimesed.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
19,Poliitikud tunduvad mulle äärmiselt usaldusväärsed ja targad inimesed.,likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
19,Poliitikud tunduvad mulle äärmiselt usaldusväärsed ja targad inimesed.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
19,Poliitikud tunduvad mulle äärmiselt usaldusväärsed ja targad inimesed.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
20,Eesti on salliv riik eri rahvuste suhtes.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
20,Eesti on salliv riik eri rahvuste suhtes.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,2,0.5,4
20,Eesti on salliv riik eri rahvuste suhtes.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
20,Eesti on salliv riik eri rahvuste suhtes.,likert,Gender,Ei soovi avaldada,pigem olen nõus,2,0.5,4
20,Eesti on salliv riik eri rahvuste suhtes.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
21,Eesti on salliv riik seksuaalvähemuste suhtes.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
21,Eesti on salliv riik seksuaalvähemuste suhtes.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,3,0.75,4
21,Eesti on salliv riik seksuaalvähemuste suhtes.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
21,Eesti on salliv riik seksuaalvähemuste suhtes.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
21,Eesti on salliv riik seksuaalvähemuste suhtes.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
21,Eesti on salliv riik seksuaalvähemuste suhtes.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,1,0.25,4
22,Eesti võiks olla konservatiivsem.,likert,Gender,Ei soovi avaldada,pole üldse nõus,2,0.5,4
22,Eesti võiks olla konservatiivsem.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
22,Eesti võiks olla konservatiivsem.,likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
22,Eesti võiks olla konservatiivsem.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
22,Eesti võiks olla konservatiivsem.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
22,Eesti võiks olla konservatiivsem.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
23,"Olen uhke, et olen eestlane.",likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
23,"Olen uhke, et olen eestlane.",likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
23,"Olen uhke, et olen eestlane.",likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
23,"Olen uhke, et olen eestlane.",likert,Gender,Ei soovi avaldada,pigem olen nõus,2,0.5,4
23,"Olen uhke, et olen eestlane.",likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
23,"Olen uhke, et olen eestlane.",likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
24,"Pean loomulikuks, et inimene võib ise määratleda, mis soost ta on.",likert,Gender,Ei soovi avaldada,pole üldse nõus,1,0.25,4
24,"Pean loomulikuks, et inimene võib ise määratleda, mis soost ta on.",likert,Gender,Ei soovi avaldada,pigem ei ole nõus,0,0.0,4
24,"Pean loomulikuks, et inimene võib ise määratleda, mis soost ta on.",likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
24,"Pean loomulikuks, et inimene võib ise määratleda, mis soost ta on.",likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
24,"Pean loomulikuks, et inimene võib ise määratleda, mis soost ta on.",likert,Gender,Ei soovi avaldada,olen täiesti nõus,3,0.75,4
24,"Pean loomulikuks, et inimene võib ise määratleda, mis soost ta on.",likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
25,Eestis peaks olema rohkem unisex-WC-sid.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
25,Eestis peaks olema rohkem unisex-WC-sid.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,0,0.0,4
25,Eestis peaks olema rohkem unisex-WC-sid.,likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
25,Eestis peaks olema rohkem unisex-WC-sid.,likert,Gender,Ei soovi avaldada,pigem olen nõus,2,0.5,4
25,Eestis peaks olema rohkem unisex-WC-sid.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
26,"Võimekas juht võib olla nii naine kui mees. Loevad oskused, mitte sugu.",likert,Gender,Ei soovi avaldada,pigem ei ole nõus,0,0.0,4
26,"Võimekas juht võib olla nii naine kui mees. Loevad oskused, mitte sugu.",likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
26,"Võimekas juht võib olla nii naine kui mees. Loevad oskused, mitte sugu.",likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
26,"Võimekas juht võib olla nii naine kui mees. Loevad oskused, mitte sugu.",likert,Gender,Ei soovi avaldada,olen täiesti nõus,4,1.0,4
26,"Võimekas juht võib olla nii naine kui mees. Loevad oskused, mitte sugu.",likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
27,"Kokkama, koristama ja pesu pesema peavad koos elavad inimesed võrdselt, sõltumata soost.",likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
27,"Kokkama, koristama ja pesu pesema peavad koos elavad inimesed võrdselt, sõltumata soost.",likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
27,"Kokkama, koristama ja pesu pesema peavad koos elavad inimesed võrdselt, sõltumata soost.",likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
27,"Kokkama, koristama ja pesu pesema peavad koos elavad inimesed võrdselt, sõltumata soost.",likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
27,"Kokkama, koristama ja pesu pesema peavad koos elavad inimesed võrdselt, sõltumata soost.",likert,Gender,Ei soovi avaldada,olen täiesti nõus,3,0.75,4
28,"Nõusolek on see, kui ma ütlen „jah”, mitte see, kui ma ei öelnud „ei”.",likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
28,"Nõusolek on see, kui ma ütlen „jah”, mitte see, kui ma ei öelnud „ei”.",likert,Gender,Ei soovi avaldada,pigem ei ole nõus,0,0.0,4
28,"Nõusolek on see, kui ma ütlen „jah”, mitte see, kui ma ei öelnud „ei”.",likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
28,"Nõusolek on see, kui ma ütlen „jah”, mitte see, kui ma ei öelnud „ei”.",likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
28,"Nõusolek on see, kui ma ütlen „jah”, mitte see, kui ma ei öelnud „ei”.",likert,Gender,Ei soovi avaldada,olen täiesti nõus,4,1.0,4
29,Laste saamine on iga täiskasvanud kodaniku vastutus oma rahvuse säilimise nimel.,likert,Gender,Ei soovi avaldada,pole üldse nõus,1,0.25,4
29,Laste saamine on iga täiskasvanud kodaniku vastutus oma rahvuse säilimise nimel.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,2,0.5,4
29,Laste saamine on iga täiskasvanud kodaniku vastutus oma rahvuse säilimise nimel.,likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
29,Laste saamine on iga täiskasvanud kodaniku vastutus oma rahvuse säilimise nimel.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
29,Laste saamine on iga täiskasvanud kodaniku vastutus oma rahvuse säilimise nimel.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
29,Laste saamine on iga täiskasvanud kodaniku vastutus oma rahvuse säilimise nimel.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
30,Keskkonnahoid on mulle olulisem kui majanduskasv.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
30,Keskkonnahoid on mulle olulisem kui majanduskasv.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,0,0.0,4
30,Keskkonnahoid on mulle olulisem kui majanduskasv.,likert,Gender,Ei soovi avaldada,ei oska öelda,2,0.5,4
30,Keskkonnahoid on mulle olulisem kui majanduskasv.,likert,Gender,Ei soovi avaldada,pigem olen nõus,2,0.5,4
30,Keskkonnahoid on mulle olulisem kui majanduskasv.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
30,Keskkonnahoid on mulle olulisem kui majanduskasv.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
31,Eesti tegeleb kliimakriisi leevendamisega piisavalt.,likert,Gender,Ei soovi avaldada,pole üldse nõus,1,0.25,4
31,Eesti tegeleb kliimakriisi leevendamisega piisavalt.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,2,0.5,4
31,Eesti tegeleb kliimakriisi leevendamisega piisavalt.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
31,Eesti tegeleb kliimakriisi leevendamisega piisavalt.,likert,Gender,Ei soovi avaldada,pigem olen nõus,1,0.25,4
31,Eesti tegeleb kliimakriisi leevendamisega piisavalt.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
32,Jalakäijate turvalisuse huvides võiks olla linnades autode kiiruspiirang 30 km/h.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
32,Jalakäijate turvalisuse huvides võiks olla linnades autode kiiruspiirang 30 km/h.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,2,0.5,4
32,Jalakäijate turvalisuse huvides võiks olla linnades autode kiiruspiirang 30 km/h.,likert,Gender,Ei soovi avaldada,ei oska öelda,2,0.5,4
32,Jalakäijate turvalisuse huvides võiks olla linnades autode kiiruspiirang 30 km/h.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
32,Jalakäijate turvalisuse huvides võiks olla linnades autode kiiruspiirang 30 km/h.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
33,Linnades võiks olla rohkem puid ja põõsaid.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
33,Linnades võiks olla rohkem puid ja põõsaid.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,0,0.0,4
33,Linnades võiks olla rohkem puid ja põõsaid.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
33,Linnades võiks olla rohkem puid ja põõsaid.,likert,Gender,Ei soovi avaldada,pigem olen nõus,2,0.5,4
33,Linnades võiks olla rohkem puid ja põõsaid.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,2,0.5,4
34,Eestis on igas maakonnas ja linnas võimalik täisväärtuslikku elu elada.,likert,Gender,Ei soovi avaldada,pole üldse nõus,1,0.25,4
34,Eestis on igas maakonnas ja linnas võimalik täisväärtuslikku elu elada.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,2,0.5,4
34,Eestis on igas maakonnas ja linnas võimalik täisväärtuslikku elu elada.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
34,Eestis on igas maakonnas ja linnas võimalik täisväärtuslikku elu elada.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
34,Eestis on igas maakonnas ja linnas võimalik täisväärtuslikku elu elada.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
35,Olen valmis vajadusel Eesti kaitsmiseks relva haarama.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
35,Olen valmis vajadusel Eesti kaitsmiseks relva haarama.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
35,Olen valmis vajadusel Eesti kaitsmiseks relva haarama.,likert,Gender,Ei soovi avaldada,ei oska öelda,3,0.75,4
35,Olen valmis vajadusel Eesti kaitsmiseks relva haarama.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
35,Olen valmis vajadusel Eesti kaitsmiseks relva haarama.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
35,Olen valmis vajadusel Eesti kaitsmiseks relva haarama.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
36,Mul on kindel seisukoht Ukraina-Venemaa sõjas.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
36,Mul on kindel seisukoht Ukraina-Venemaa sõjas.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,0,0.0,4
36,Mul on kindel seisukoht Ukraina-Venemaa sõjas.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
36,Mul on kindel seisukoht Ukraina-Venemaa sõjas.,likert,Gender,Ei soovi avaldada,pigem olen nõus,1,0.25,4
36,Mul on kindel seisukoht Ukraina-Venemaa sõjas.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,3,0.75,4
36,Mul on kindel seisukoht Ukraina-Venemaa sõjas.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
37,Mul on kindel seisukoht Iisraeli-Palestiina konfliktis.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
37,Mul on kindel seisukoht Iisraeli-Palestiina konfliktis.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,2,0.5,4
37,Mul on kindel seisukoht Iisraeli-Palestiina konfliktis.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
37,Mul on kindel seisukoht Iisraeli-Palestiina konfliktis.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
37,Mul on kindel seisukoht Iisraeli-Palestiina konfliktis.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,2,0.5,4
37,Mul on kindel seisukoht Iisraeli-Palestiina konfliktis.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
38,Romantiline suhe on minu jaoks oluline osa elust.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
38,Romantiline suhe on minu jaoks oluline osa elust.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,2,0.5,4
38,Romantiline suhe on minu jaoks oluline osa elust.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
38,Romantiline suhe on minu jaoks oluline osa elust.,likert,Gender,Ei soovi avaldada,pigem olen nõus,2,0.5,4
38,Romantiline suhe on minu jaoks oluline osa elust.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
38,Romantiline suhe on minu jaoks oluline osa elust.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
39,Näen abiellumist olulise ja loomuliku osana oma tulevikust.,likert,Gender,Ei soovi avaldada,pole üldse nõus,2,0.5,4
39,Näen abiellumist olulise ja loomuliku osana oma tulevikust.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
39,Näen abiellumist olulise ja loomuliku osana oma tulevikust.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
39,Näen abiellumist olulise ja loomuliku osana oma tulevikust.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
39,Näen abiellumist olulise ja loomuliku osana oma tulevikust.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
40,Soovin kindlasti tulevikus saada lapsi.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
40,Soovin kindlasti tulevikus saada lapsi.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
40,Soovin kindlasti tulevikus saada lapsi.,likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
40,Soovin kindlasti tulevikus saada lapsi.,likert,Gender,Ei soovi avaldada,pigem olen nõus,1,0.25,4
40,Soovin kindlasti tulevikus saada lapsi.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
40,Soovin kindlasti tulevikus saada lapsi.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
41,Tahaks tulevikus pigem koera või kassi kui last.,likert,Gender,Ei soovi avaldada,pole üldse nõus,1,0.25,4
41,Tahaks tulevikus pigem koera või kassi kui last.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,0,0.0,4
41,Tahaks tulevikus pigem koera või kassi kui last.,likert,Gender,Ei soovi avaldada,ei oska öelda,0,0.0,4
41,Tahaks tulevikus pigem koera või kassi kui last.,likert,Gender,Ei soovi avaldada,pigem olen nõus,1,0.25,4
41,Tahaks tulevikus pigem koera või kassi kui last.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,2,0.5,4
42,"Minu jaoks on tulevikus oluline just Eesti riigis oma pere luua, mitte välismaal.",likert,Gender,Ei soovi avaldada,pole üldse nõus,2,0.5,4
42,"Minu jaoks on tulevikus oluline just Eesti riigis oma pere luua, mitte välismaal.",likert,Gender,Ei soovi avaldada,pigem ei ole nõus,0,0.0,4
42,"Minu jaoks on tulevikus oluline just Eesti riigis oma pere luua, mitte välismaal.",likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
42,"Minu jaoks on tulevikus oluline just Eesti riigis oma pere luua, mitte välismaal.",likert,Gender,Ei soovi avaldada,pigem olen nõus,1,0.25,4
42,"Minu jaoks on tulevikus oluline just Eesti riigis oma pere luua, mitte välismaal.",likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
43,Minu jaoks on üürikorteris elada sama hea kui endale (pangalaenuga) ostetud kodus.,likert,Gender,Ei soovi avaldada,pole üldse nõus,1,0.25,4
43,Minu jaoks on üürikorteris elada sama hea kui endale (pangalaenuga) ostetud kodus.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,0,0.0,4
43,Minu jaoks on üürikorteris elada sama hea kui endale (pangalaenuga) ostetud kodus.,likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
43,Minu jaoks on üürikorteris elada sama hea kui endale (pangalaenuga) ostetud kodus.,likert,Gender,Ei soovi avaldada,pigem olen nõus,1,0.25,4
43,Minu jaoks on üürikorteris elada sama hea kui endale (pangalaenuga) ostetud kodus.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
44,Kavatsen elada ema ja/või isaga koos nii kaua kui võimalik.,likert,Gender,Ei soovi avaldada,pole üldse nõus,1,0.25,4
44,Kavatsen elada ema ja/või isaga koos nii kaua kui võimalik.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,2,0.5,4
44,Kavatsen elada ema ja/või isaga koos nii kaua kui võimalik.,likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
44,Kavatsen elada ema ja/või isaga koos nii kaua kui võimalik.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
44,Kavatsen elada ema ja/või isaga koos nii kaua kui võimalik.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,0,0.0,4
44,Kavatsen elada ema ja/või isaga koos nii kaua kui võimalik.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
45,Tahan tulevikus pigem üksinda elada.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
45,Tahan tulevikus pigem üksinda elada.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,0,0.0,4
45,Tahan tulevikus pigem üksinda elada.,likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
45,Tahan tulevikus pigem üksinda elada.,likert,Gender,Ei soovi avaldada,pigem olen nõus,2,0.5,4
45,Tahan tulevikus pigem üksinda elada.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
46,Elaksin tulevikus meelsasti koos sõpradega.,likert,Gender,Ei soovi avaldada,pole üldse nõus,1,0.25,4
46,Elaksin tulevikus meelsasti koos sõpradega.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
46,Elaksin tulevikus meelsasti koos sõpradega.,likert,Gender,Ei soovi avaldada,ei oska öelda,1,0.25,4
46,Elaksin tulevikus meelsasti koos sõpradega.,likert,Gender,Ei soovi avaldada,pigem olen nõus,0,0.0,4
46,Elaksin tulevikus meelsasti koos sõpradega.,likert,Gender,Ei soovi avaldada,olen täiesti nõus,1,0.25,4
46,Elaksin tulevikus meelsasti koos sõpradega.,likert,Gender,Ei soovi avaldada,ei soovi avaldada,0,0.0,4
47,Mul peaks olema tulevikus isiklik sõiduauto.,likert,Gender,Ei soovi avaldada,pole üldse nõus,0,0.0,4
47,Mul peaks olema tulevikus isiklik sõiduauto.,likert,Gender,Ei soovi avaldada,pigem ei ole nõus,1,0.25,4
47,Mul peaks olema tulevikus isiklik sõiduauto.,likert,Gender,Ei soovi avaldada,ei oska öelda,2,0.5,4
47,Mul peaks olema tulevikus isiklik sõiduauto.,likert,Gender,Ei soovi avaldada,pigem olen nõus,1,0.25,4
